syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(23.66167190407963, 0.15355641875212642)","(4.122450943810416, 1.5302357277484575)","(0.13012882758120675, 0.13012882758120675)","(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
L1PrefireUp,"(23.529557076589235, 0.15283059690373144)",-,-,"(0.848115033668276, 0.18215517448199464)","(0.6624612671830872, 0.04190795937121011)","(0.4058622999666128, 0.15507931619828744)"
L1PrefireDown,"(23.789396772479247, 0.15427879070365771)",-,-,"(0.8543042927401302, 0.1831919118540173)","(0.6715352703510024, 0.04238550735428533)","(0.4137981785263594, 0.15811625710218588)"
PileupReweightUp,"(23.453560035208422, 0.15783216709963233)",-,-,"(0.8992253811588304, 0.194325083025866)","(0.6538493121275041, 0.04312037775737379)","(0.39013023276598413, 0.14050141554667198)"
PileupReweightDown,"(23.851877417633286, 0.15560989463355665)",-,-,"(0.7704258101516677, 0.16969564776857524)","(0.6753034098780119, 0.042725831492321585)","(0.4211363749764176, 0.16588001812594624)"
MuonIDSFUp,"(24.63106397990149, 0.15986952810007285)",-,-,"(0.889321734491663, 0.18964564473450027)","(0.6892803089293392, 0.04356723430957591)","(0.4226879328216846, 0.1618170579079561)"
MuonIDSFDown,"(22.716178978079274, 0.14744527844807465)",-,-,"(0.8143683692212469, 0.1760072688923191)","(0.6452036693794266, 0.040763447338263405)","(0.39708763279921666, 0.15145180532535554)"
DblMuTrigSFUp,"(23.66647485662604, 0.153587638683014)",-,-,"(0.8515161492491083, 0.18273249005209902)","(0.6671606518282801, 0.04215320185206238)","(0.4098809962805062, 0.15663577335107018)"
DblMuTrigSFDown,"(23.656819675347098, 0.1535248820141296)",-,-,"(0.8511548358906305, 0.182665925053264)","(0.6668936994740272, 0.042136196734315984)","(0.4097242024379062, 0.15657268066856725)"
JetResUp,"(23.691864945588495, 0.15371864362139187)",-,-,"(1.012567804248981, 0.19753061649175002)","(0.6595746824712236, 0.042083191652211874)","(0.4074729347090916, 0.15654704881148038)"
JetResDown,"(23.670371919174443, 0.1536254344720776)",-,-,"(0.8824131227776234, 0.1939154596024207)","(0.6645219639762229, 0.04206040608621581)","(0.4039386074788044, 0.15666287703809414)"
JetEnUp,"(23.778332357543942, 0.15398809538829042)",-,-,"(0.8497607488567251, 0.19137631565080332)","(0.6710822247144345, 0.042248715317007204)","(0.4126281696627681, 0.15676629911450546)"
JetEnDown,"(23.550474791012128, 0.15318059763822223)",-,-,"(0.8327156952760026, 0.17495245222134864)","(0.6569017939693108, 0.041947804312998604)","(0.39877289171535313, 0.15711117436266622)"
MuonEnUp,"(23.673176141555558, 0.1536023322155166)",-,-,"(0.8856666152245644, 0.1864504133326308)","(0.6626309989798113, 0.0421057852532351)","(0.41050941825258164, 0.15660285539175808)"
MuonEnDown,"(23.643247039993195, 0.15349384479742742)",-,-,"(0.8515945198236822, 0.1827002021288993)","(0.6744503366044521, 0.042241976298482024)","(0.41081395567797946, 0.15660764086692952)"
ElectronEnUp,"(23.66167190407963, 0.15355641875212642)",-,-,"(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
ElectronEnDown,"(23.662620372938303, 0.15355934791849785)",-,-,"(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
ElectronResUp,"(23.66167190407963, 0.15355641875212642)",-,-,"(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
ElectronResDown,"(23.66167190407963, 0.15355641875212642)",-,-,"(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
NonpromptUp,-,"(7.597380527734468, 2.4610150033108678)",-,-,-,-
NonpromptDown,-,"(2.7931381903019634, 1.362598764133963)",-,-,-,-
ConversionUp,-,-,"(0.1788614958602059, 0.1788614958602059)",-,-,-
ConversionDown,-,-,"(0.08139615930220763, 0.08139615930220763)",-,-,-
